alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers,call_id,fired_at,symbol,session,r_planned,channel,outcome,r_result,r_actual,points_result,mfe_r,mae_r,duration_sec,resolved_at,lane,lab_gate,w264_action,w264_source
a8f31acb35,2026-05-14T18:29:52.343209+00:00,BTC,15m,RSI_DIV_BEAR,SHORT,81884.17,82119.8634,80972.04,3.87,swing_level,6,67,MEDIUM,5,intraday (hours),75.43,312.2086,33.07,MIXED,18,7.06,0,CLOSED,WIN,0,80972.04,7,,2026-05-14,-5,-5,"L1:RSI_DIV_BEAR-5,L2:BTC-BEAR-5",,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ bf90ee80 (2026-05-22T14:28:56): the bot's own CLOSED row, identical in all 29 versions from 61c2cca1 (2026-05-15T02:24:09) to bf90ee80"
0e1de2d31c,2026-05-15T14:19:12.931547+00:00,BTC,1h,STOCH_REVERSAL_BULL,LONG,79250.27,78385.328,81065.32,2.1,swing_level_sweet,6,63,LOW,1,scalp (minutes-hours),37.0,536.6801,21.09,MIXED,14,0.81,0,CLOSED,LOSS,0,78385.328,41,,2026-05-15,-4,0,L1:STOCH_REVERSAL_BULL-4,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ b8c0fd56 (2026-05-25T14:30:21): the bot's own CLOSED row, identical in all 35 versions from 9f341e7b (2026-05-16T08:24:51) to b8c0fd56"
54b1303031,2026-05-15T14:19:13.696119+00:00,SOL,1h,BB_REVERSION_BULL,LONG,89.46,88.4032,91.63,2.05,swing_level_sweet,6,81,HIGH,1,swing (1-3 days),36.2,0.8227,29.62,MIXED,14,1.34,0,CLOSED,LOSS,0,88.4032,45,,2026-05-15,6,0,L1:BB_REVERSION_BULL+6,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ b8c0fd56 (2026-05-25T14:30:21): the bot's own CLOSED row, identical in all 35 versions from 9f341e7b (2026-05-16T08:24:51) to b8c0fd56"
a604332281,2026-05-20T13:47:20.499759+00:00,BTC,1h,STOCH_REVERSAL_BEAR,SHORT,77184.0,77811.4367,76061.12,1.79,swing_level,6,62,LOW,2,scalp (minutes-hours),53.16,351.0918,18.24,MIXED,13,2.48,0,CLOSED,LOSS,0,77811.4367,7,,2026-05-20,-5,-5,"L1:STOCH_REVERSAL_BEAR-5,L2:BTC-BEAR-5",,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ c2a5b19f (2026-05-28T14:32:03): the bot's own CLOSED row, identical in all 25 versions from 5ad1c715 (2026-05-21T02:27:59) to c2a5b19f"
e88c087a66,2026-05-21T15:57:46.092444+00:00,BTC,1h,STOCH_REVERSAL_BULL,LONG,77174.93,76526.8868,78570.0,2.15,swing_level_sweet,7,81,HIGH,2,swing (1-3 days),45.64,393.333,17.31,HH_HL,15,1.08,0,CLOSED,LOSS,0,76526.8868,23,,2026-05-21,12,0,L1:STOCH_REVERSAL_BULL+12,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 10466727 (2026-05-29T14:32:33): the bot's own CLOSED row, identical in all 21 versions from 0fad44a3 (2026-05-22T20:29:05) to 10466727"
9aa7c5218f,2026-05-29T18:54:46.726122+00:00,SOL,15m,MACD_CROSS_BEAR,SHORT,81.91,82.8075,79.89,2.25,swing_level_sweet,-10,96,HIGH,1,swing (1-3 days),44.61,0.4582,25.27,MIXED,18,2.09,0,CLOSED,LOSS,0,82.8075,41,,2026-05-29,6,-10,"L1:MACD_CROSS_BEAR+6,L2:SOL-BEAR-10",,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 1062f7be (2026-06-05T14:11:02): the bot's own CLOSED row, identical in all 18 versions from 364c0247 (2026-05-30T02:32:50) to 1062f7be"
36579d7e9c,2026-06-04T14:24:38.745568+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,64050.05,64642.6559,62132.43,3.24,swing_level,-10,97,HIGH,2,swing (1-3 days),58.57,498.1147,26.2,LH_LL,14,0.93,0,CLOSED,WIN,0,62132.43,29,,2026-06-04,12,-5,"L1:STOCH_REVERSAL_BEAR+12,L2:BTC-BEAR-5",,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 27c8356e (2026-06-12T14:43:58): the bot's own CLOSED row, identical in all 12 versions from 1062f7be (2026-06-05T14:11:02) to 27c8356e"
36ee0708e1,2026-06-04T18:37:06.789591+00:00,GC,4h,VWAP_REJECT_BEAR,SHORT,4500.9,4534.8013,4395.6,3.11,swing_level,-10,84,HIGH,,swing (1-3 days),47.64,34.0063,22.12,LH_LL,18,0.8,0,CLOSED,LOSS,0,4506.2,51,,2026-06-04,-15,0,L1:VWAP_REJECT_BEAR-15,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 27c8356e (2026-06-12T14:43:58): the bot's own CLOSED row, identical in all 14 versions from 81986340 (2026-06-05T01:58:14) to 27c8356e"
7aa4ffa224,2026-06-11T18:16:22.978948+00:00,SOL,1h,BB_REVERSION_BEAR,SHORT,66.87,67.3381,65.27,3.42,swing_level,-4,83,HIGH,2,swing (1-3 days),66.09,0.7937,28.54,MIXED,18,0.42,0,CLOSED,LOSS,0,67.3381,83,,2026-06-11,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 009f1263 (2026-06-19T17:57:39): the bot's own CLOSED row, identical in all 19 versions from 27c8356e (2026-06-12T14:43:58) to 009f1263"
7297d839fd,2026-06-12T14:56:51.025389+00:00,SOL,1h,VWAP_BOUNCE_BULL,LONG,67.26,66.1741,70.56,3.04,swing_level,-4,54,MEDIUM,1,intraday (hours),60.69,0.6293,22.62,MIXED,14,1.54,0,CLOSED,WIN,0,70.56,54,,2026-06-12,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 870382f0 (2026-06-22T17:59:36): the bot's own CLOSED row, identical in all 26 versions from 99bda696 (2026-06-15T02:45:08) to 870382f0"
4d64592fe1,2026-06-16T18:16:19.420444+00:00,SOL,15m,VWAP_BOUNCE_BULL,LONG,74.0,73.1005,76.05,2.28,swing_level_sweet,3,71,HIGH,1,swing (1-3 days),57.19,0.4473,23.26,MIXED,18,2.97,0,CLOSED,LOSS,0,73.1005,68,,2026-06-16,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 6e2e5999 (2026-06-23T20:47:58): the bot's own CLOSED row, identical in all 24 versions from 5584d531 (2026-06-17T08:38:13) to 6e2e5999"
a28c7cf5e2,2026-06-18T18:34:18.039087+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,62688.13,63039.595,62159.76,1.5,swing_level,-10,54,MEDIUM,3,intraday (hours),38.17,282.168,42.43,LH_LL,18,0.92,0,CLOSED,LOSS,0,63039.595,54,,2026-06-18,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 572500a4 (2026-06-25T20:49:28): the bot's own CLOSED row, identical in all 21 versions from 5fb005b0 (2026-06-18T23:57:13) to 572500a4"
e718226fb6,2026-06-19T14:08:09.199295+00:00,SOL,15m,BB_REVERSION_BEAR,SHORT,68.99,69.601,67.99,1.64,swing_level,-10,81,HIGH,2,swing (1-3 days),61.37,0.3366,28.33,LH_LL,14,0.31,0,CLOSED,LOSS,0,69.601,81,,2026-06-19,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ ce1bdfac (2026-06-27T15:56:35): the bot's own CLOSED row, identical in all 23 versions from b365cac6 (2026-06-19T23:57:50) to ce1bdfac"
69670b3082,2026-06-19T16:25:57.914305+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,63252.91,63491.1291,62671.8,2.44,swing_level_sweet,-10,74,HIGH,4,swing (1-3 days),62.74,198.5159,28.52,LH_LL,16,0.93,0,CLOSED,LOSS,0,63491.1291,74,,2026-06-19,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ ce1bdfac (2026-06-27T15:56:35): the bot's own CLOSED row, identical in all 23 versions from b365cac6 (2026-06-19T23:57:50) to ce1bdfac"
3110243d9b,2026-06-22T14:02:54.676691+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,65360.71,65638.7466,64120.0,4.46,swing_level,-10,55,MEDIUM,4,intraday (hours),72.45,231.6971,37.27,MIXED,14,1.13,0,CLOSED,WIN,0,64120.0,55,,2026-06-22,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 7abd85b2 (2026-06-30T17:34:10): the bot's own CLOSED row, identical in all 18 versions from 561239f3 (2026-06-22T23:59:46) to 7abd85b2"
2645771c3d,2026-06-23T05:08:28.276366+00:00,GC,1h,BB_REVERSION_BULL,LONG,4136.5848,4116.4726,4183.381,2.33,swing_level_sweet,-10,88,HIGH,,swing (1-3 days),33.41,15.8139,27.25,MIXED,5,1.0,0,CLOSED,LOSS,0,4112.91964,88,,2026-06-23,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 4e3aa1b3 (2026-06-30T23:34:17): the bot's own CLOSED row, identical in all 16 versions from 6e2e5999 (2026-06-23T20:47:58) to 4e3aa1b3"
c8d9255247,2026-06-26T14:41:21.520931+00:00,BTC,15m,RSI_DIV_BULL,LONG,59556.76,58575.2659,61666.2,2.15,swing_level_sweet,-10,79,HIGH,1,swing (1-3 days),49.5,418.8853,24.4,HH_HL,14,2.06,0,CLOSED,SKIP,,59556.76,79,True,2026-06-26,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 3f7b89ad (2026-07-05T19:03:00): the bot's own CLOSED row, identical in all 17 versions from acefb2df (2026-06-27T20:33:08) to 3f7b89ad"
dce84e15d5,2026-06-29T18:26:34.415220+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,60331.51,60707.9865,59490.79,2.23,swing_level_sweet,-10,56,MEDIUM,2,intraday (hours),58.35,313.7304,16.87,MIXED,18,1.03,0,CLOSED,WIN,0,59490.79,56,True,2026-06-29,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ ca7fc99a (2026-07-07T13:52:39): the bot's own CLOSED row, identical in all 18 versions from 233416af (2026-06-30T05:33:36) to ca7fc99a"
ad3d674ef6,2026-06-30T15:24:03.552378+00:00,BTC,15m,RSI_DIV_BULL,LONG,58301.28,57937.2584,59159.15,2.36,swing_level_sweet,-10,75,HIGH,2,swing (1-3 days),32.0,296.8539,47.22,HH_HL,15,1.45,0,CLOSED,SKIP,,58301.28,75,True,2026-06-30,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 4e902780 (2026-07-08T02:14:11): the bot's own CLOSED row, identical in all 15 versions from 63975888 (2026-07-01T18:58:39) to 4e902780"
b9971d6323,2026-06-30T16:11:24.270096+00:00,SOL,15m,VWAP_REJECT_BEAR,SHORT,73.29,74.0711,71.24,2.62,swing_level_sweet,2,64,HIGH,1,swing (1-3 days),52.19,0.5554,34.86,MIXED,16,0.95,0,CLOSED,LOSS,0,74.0711,64,,2026-06-30,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 4e902780 (2026-07-08T02:14:11): the bot's own CLOSED row, identical in all 16 versions from c8c52c2a (2026-07-01T13:26:12) to 4e902780"
f3e78747ae,2026-07-02T14:29:04.759674+00:00,NQ,15m,OPENING_RANGE_BREAKOUT,SHORT,29947.75,30284.996,29255.0,2.05,swing_level_sweet,-2,87,HIGH,,swing (1-3 days),42.31,109.9798,23.52,LH_LL,14,3.29,0,CLOSED,WIN,0,29255.0,87,True,2026-07-02,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 662294bb (2026-07-10T08:15:58): the bot's own CLOSED row, identical in all 19 versions from f030f6fc (2026-07-03T00:26:52) to 662294bb"
7d506e3e7e,2026-07-02T18:31:17.951893+00:00,GC,1h,BREAK_RETEST_BULL,LONG,4137.9,4122.037,4163.5,1.61,swing_level,2,53,MEDIUM,,intraday (hours),64.4,22.4074,33.52,MIXED,18,0.35,0,CLOSED,WIN,0,4163.5,50,,2026-07-02,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 662294bb (2026-07-10T08:15:58): the bot's own CLOSED row, identical in all 19 versions from f030f6fc (2026-07-03T00:26:52) to 662294bb"
2bb978d14e,2026-07-06T16:25:21.444629+00:00,SOL,15m,BB_REVERSION_BEAR,SHORT,81.75,82.3906,80.38,2.14,swing_level_sweet,9,48,LOW,2,scalp (minutes-hours),69.0,0.5338,26.96,MIXED,16,1.79,0,CLOSED,LOSS,0,82.3906,48,,2026-07-06,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 855a56fc (2026-07-14T01:55:29): the bot's own CLOSED row, identical in all 20 versions from a0a1b183 (2026-07-07T01:52:21) to 855a56fc"
da5a309525,2026-07-06T17:40:35.478290+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,63701.93,64092.6166,62888.0,2.08,swing_level_sweet,-6,57,MEDIUM,2,intraday (hours),67.28,325.5722,38.24,MIXED,17,1.04,0,CLOSED,LOSS,0,64092.6166,57,,2026-07-06,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 855a56fc (2026-07-14T01:55:29): the bot's own CLOSED row, identical in all 20 versions from a0a1b183 (2026-07-07T01:52:21) to 855a56fc"
884ad4a202,2026-07-08T17:43:10.542245+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,62222.85,62485.3144,61663.4,2.13,swing_level_sweet,-10,56,MEDIUM,4,intraday (hours),59.49,218.7203,21.57,LH_LL,17,1.94,0,CLOSED,LOSS,0,62485.3144,56,True,2026-07-08,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 6610ef1d (2026-07-15T22:18:19): the bot's own CLOSED row, identical in all 23 versions from 9b8d1249 (2026-07-09T02:14:54) to 6610ef1d"
cb17709725,2026-07-09T18:26:29.834275+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,63200.72,63542.8,62500.0,2.05,swing_level_sweet,-3,54,MEDIUM,3,intraday (hours),62.35,235.85,19.94,MIXED,18,0.96,0,CLOSED,LOSS,0,63542.8,54,,2026-07-09,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 80458bdb (2026-07-16T20:13:07): the bot's own CLOSED row, identical in all 23 versions from 9a342099 (2026-07-10T02:15:44) to 80458bdb"
4177278b9f,2026-07-14T16:55:52.375627+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,64740.46,65029.1439,64000.01,2.56,swing_level_sweet,-7,53,MEDIUM,3,scalp (1-6 hours),79.89,240.5699,57.59,MIXED,16,1.06,0,CLOSED,LOSS,0,65029.1439,52,True,2026-07-14,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 23af7f88 (2026-07-22T08:41:44): the bot's own CLOSED row, identical in all 24 versions from ef36ad7d (2026-07-15T04:54:09) to 23af7f88"
1f4ee48504,2026-07-17T19:11:17.926150+00:00,BTC,15m,STOCH_REVERSAL_BEAR,SHORT,64043.68,64447.5332,63330.3,1.77,swing_level,-6,49,LOW,2,scalp (1-6 hours),63.72,234.933,26.51,LH_LL,19,1.18,0,CLOSED,SKIP,,64043.68,49,,2026-07-17,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ fe008bce (2026-07-25T10:22:56): the bot's own CLOSED row, identical in all 17 versions from d875a3aa (2026-07-18T21:31:18) to fe008bce"
f1b5ad9a69,2026-07-21T18:16:03.619674+00:00,BTC,15m,BB_REVERSION_BULL,LONG,66261.08,65963.2073,66923.95,2.23,swing_level_sweet,4,50,LOW,3,scalp (1-6 hours),42.64,185.8756,27.3,MIXED,18,1.12,0,CLOSED,LOSS,0,65963.2073,50,True,2026-07-21,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 93933302 (2026-07-28T14:44:59): the bot's own CLOSED row, identical in all 15 versions from 23af7f88 (2026-07-22T08:41:44) to 93933302"
eb3b1f3fb4,2026-08-25T15:05:43.891755+00:00,BTC,15m,RSI_DIV_BULL,LONG,79207.92,78372.7359,80891.43,2.02,swing_level_sweet,7,73,HIGH,1,scalp (1-6 hours),48.78,346.2353,25.98,HH_HL,15,0.51,0,CLOSED,LOSS,0,78372.7359,73,,2026-08-25,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 29df1fbe (2026-09-01T22:04:41): the bot's own CLOSED row, identical in all 16 versions from b4ff4dca (2026-08-25T21:55:59) to 29df1fbe"
e4dce44445,2026-08-25T21:17:23.006765+00:00,BTC,1h,STOCH_REVERSAL_BULL,LONG,78319.85,77525.1523,79999.99,2.11,swing_level_sweet,4,52,LOW,1,intraday (hours-1 day),41.33,662.2481,23.17,MIXED,21,0.58,0,CLOSED,WIN,0,79999.99,52,True,2026-08-26,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 84490ff1 (2026-09-03T16:06:31): the bot's own CLOSED row, identical in all 13 versions from e4ac090c (2026-08-27T09:58:54) to 84490ff1"
52f0c7bae8,2026-09-04T15:10:42.355199+00:00,BTC,15m,STOCH_REVERSAL_BULL,LONG,79135.01,78467.293,81283.0,3.22,swing_level,8,59,MEDIUM,2,scalp (1-6 hours),29.13,396.7675,38.4,HH_HL,15,1.39,0,CLOSED,SKIP,,79135.01,59,True,2026-09-04,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ ffe0972f (2026-09-13T10:16:07): the bot's own CLOSED row, identical in all 15 versions from ecca813f (2026-09-07T22:10:27) to ffe0972f"
ac8b5c73e1,2026-09-10T13:06:29.306077+00:00,BTC,15m,STOCH_REVERSAL_BULL,LONG,77017.5,76535.7339,78041.24,2.12,swing_level_sweet,6,58,MEDIUM,2,scalp (1-6 hours),24.91,235.9902,31.01,MIXED,13,1.64,0,CLOSED,LOSS,0,76535.7339,58,,2026-09-10,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ b2b57072 (2026-09-17T23:13:19): the bot's own CLOSED row, identical in all 21 versions from b544695b (2026-09-11T04:14:08) to b2b57072"
7e1d5a53b7,2026-09-11T19:06:22.988111+00:00,BTC,15m,STOCH_REVERSAL_BULL,LONG,77207.33,76767.5099,78199.74,2.26,swing_level_sweet,6,58,MEDIUM,3,scalp (1-6 hours),42.33,366.5167,27.84,MIXED,19,0.27,0,CLOSED,LOSS,0,76767.5099,58,,2026-09-11,0,0,,,,,,,,,,,,,,,,,,close,"kdubsk1/bot outcomes.csv @ 967f70c7 (2026-09-20T22:29:24): the bot's own CLOSED row, identical in all 25 versions from ffe0972f (2026-09-13T10:16:07) to 967f70c7"
a584fc09fc,2026-09-17T17:07:44.508786+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,76808.57,76264.7932,78554.18,3.21,swing_level,10,19,REJECT,,,61.8,453.1473,13.34,MIXED,17,0.24,0,CLOSED,LOSS,5,76264.7932,19,,2026-09-17,,,,#BTC-0917-DE,2026-09-17T17:07:44.508786+00:00,BTC/USD,NY mid,3.21,lab (not sent),LOSS,-1.0,-1.0,-543.7768,0.189,1.027,18199,2026-09-17T22:11:03.971691+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
34c3fdbe2b,2026-09-17T17:37:51.027789+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,76787.1,76238.6587,78554.18,3.22,swing_level,10,19,REJECT,,,61.39,457.0344,13.47,MIXED,17,0.96,0,CLOSED,LOSS,4,76238.6587,19,,2026-09-17,,,,#BTC-0917-RD,2026-09-17T17:37:51.027789+00:00,BTC/USD,NY mid,3.22,lab (not sent),LOSS,-1.0,-1.0,-548.4413,0.0,1.089,16940,2026-09-17T22:20:11.166686+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
26504b361d,2026-09-22T03:15:21.226001+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85568.01,84844.0631,87397.0,2.53,swing_level_sweet,10,26,REJECT,,,60.29,603.2891,54.33,HH_HL,3,0.1,0,CLOSED,SKIP,33,85568.01,26,,2026-09-22,,,,#BTC-0921-E7,2026-09-22T03:15:21.226001+00:00,BTC/USD,Asia,2.53,lab (not sent),SKIP,0.0,0.0,0.0,UNKNOWN,UNKNOWN,122168,2026-09-23T13:11:29.488416+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
